"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
2.178075702E2,4.826431660E1,1.164469174E1,4.750345071E2,8.387483597E0,3.194525146E2,3.181771509E0,8.001208274E0,8.001208274E0,0.000000000E0
2.188075646E2,4.826438093E1,1.164463172E1,4.753409399E2,8.387483597E0,3.487720947E2,3.190025444E0,8.001208274E0,8.001208274E0,0.000000000E0
2.198075593E2,4.826444899E1,1.164458723E1,4.758180412E2,8.928196907E0,3.470687256E2,3.198281618E0,8.001208274E0,8.001208274E0,0.000000000E0
2.208075542E2,4.826451820E1,1.164454683E1,4.813169508E2,1.098511124E1,3.470687256E2,3.209944900E0,8.001208274E0,8.001208274E0,0.000000000E0
2.218075490E2,4.826462045E1,1.164451171E1,4.815893851E2,1.139406776E1,3.366587524E2,3.225091895E0,8.001208274E0,8.001208274E0,0.000000000E0
2.228075430E2,4.826475635E1,1.164449759E1,4.813433986E2,1.139406776E1,3.542406311E2,3.235483926E0,8.001208274E0,8.001208274E0,0.000000000E0
2.238075389E2,4.826484940E1,1.164451060E1,4.810231578E2,1.162418842E1,3.542406311E2,3.249435922E0,8.001208274E0,8.001208274E0,0.000000000E0
2.248075327E2,4.826497424E1,1.164449158E1,4.806740134E2,1.162418842E1,1.373319817E1,3.258678673E0,8.001208274E0,8.001208274E0,0.000000000E0
2.258075286E2,4.826505712E1,1.164450105E1,4.803194517E2,9.713136673E0,1.817258835E1,3.271769669E0,8.001208274E0,8.001208274E0,0.000000000E0
2.268075234E2,4.826515708E1,1.164459448E1,4.800535573E2,9.713136673E0,3.601065063E1,3.280277916E0,8.001208274E0,8.001208274E0,0.000000000E0
2.278075182E2,4.826520667E1,1.164468202E1,4.798835414E2,9.713136673E0,4.368891525E1,3.292797335E0,8.001208274E0,8.001208274E0,0.000000000E0
2.288075122E2,4.826528900E1,1.164479739E1,4.797770561E2,1.147978973E1,5.870369339E1,3.305397458E0,8.001208274E0,8.001208274E0,0.000000000E0
2.298075076E2,4.826534122E1,1.164494846E1,4.797105971E2,1.147978973E1,6.936163330E1,3.316893615E0,8.001208274E0,8.001208274E0,0.000000000E0
2.308075022E2,4.826535149E1,1.164510300E1,4.796690696E2,1.157392120E1,7.872367859E1,3.329279868E0,8.001208274E0,8.001208274E0,0.000000000E0
2.318074974E2,4.826535171E1,1.164527034E1,4.796431090E2,1.157392120E1,9.000000000E1,3.341341724E0,8.001208274E0,8.001208274E0,0.000000000E0
2.328074921E2,4.826534046E1,1.164543241E1,4.796262856E2,1.154771137E1,1.045785980E2,3.352176819E0,8.001208274E0,8.001208274E0,0.000000000E0
2.338074869E2,4.826530453E1,1.164556848E1,4.794302002E2,1.143006039E1,1.221977768E2,3.367802440E0,8.001208274E0,8.001208274E0,0.000000000E0
2.348074808E2,4.826522287E1,1.164574027E1,4.791524129E2,1.143006039E1,1.329395447E2,3.379510537E0,8.001208274E0,8.001208274E0,0.000000000E0
2.358074763E2,4.826513460E1,1.164582651E1,4.791282597E2,1.208066654E1,1.435906677E2,3.388637104E0,8.001208274E0,8.001208274E0,0.000000000E0
2.368074704E2,4.826505972E1,1.164587699E1,4.792397726E2,1.391200733E1,1.505685577E2,3.402530470E0,8.001208274E0,8.001208274E0,0.000000000E0
2.378074652E2,4.826494220E1,1.164594074E1,4.794123131E2,1.391200733E1,1.543729095E2,3.418687669E0,8.001208274E0,8.001208274E0,0.000000000E0
2.388074607E2,4.826480594E1,1.164601652E1,4.796133684E2,1.566560078E1,1.570864105E2,3.438778813E0,8.001208274E0,8.001208274E0,0.000000000E0
2.398074558E2,4.826462887E1,1.164607054E1,4.798107932E2,1.823680496E1,1.670198669E2,3.458881784E0,8.001208274E0,8.001208274E0,0.000000000E0
2.408074504E2,4.826445267E1,1.164613137E1,4.800602049E2,2.058838081E1,1.670198669E2,3.480236343E0,8.001208274E0,8.001208274E0,0.000000000E0
2.418074455E2,4.826426550E1,1.164619598E1,4.788729385E2,2.111732483E1,1.670198669E2,3.499768126E0,8.001208274E0,8.001208274E0,0.000000000E0
2.428074402E2,4.826409412E1,1.164625384E1,4.779113612E2,2.095772171E1,1.674769897E2,3.523349248E0,8.001208274E0,8.001208274E0,0.000000000E0
2.438074340E2,4.826388689E1,1.164632153E1,4.770950237E2,2.095772171E1,1.683231812E2,3.544515550E0,8.001208274E0,8.001208274E0,0.000000000E0
2.448074287E2,4.826370046E1,1.164637923E1,4.763450072E2,2.095772171E1,1.683231812E2,3.567963836E0,8.001208274E0,8.001208274E0,0.000000000E0
2.458074239E2,4.826349392E1,1.164644316E1,4.756611026E2,2.227252960E1,1.683231812E2,3.590741838E0,8.001208274E0,8.001208274E0,0.000000000E0
2.468074197E2,4.826329329E1,1.164650526E1,4.750960871E2,2.315732574E1,1.683231812E2,3.614248563E0,6.000906205E0,6.000906205E0,0.000000000E0
2.478074137E2,4.826308570E1,1.164656533E1,4.746511226E2,2.315732574E1,1.700359497E2,3.638857880E0,6.000906205E0,6.000906205E0,0.000000000E0
2.488074085E2,4.826286758E1,1.164662161E1,4.742961141E2,2.345824051E1,1.714188232E2,3.664415349E0,6.000906205E0,6.000906205E0,0.000000000E0
2.498074026E2,4.826264366E1,1.164669945E1,4.728474443E2,2.388947868E1,1.714188232E2,3.687694597E0,6.000906205E0,6.000906205E0,0.000000000E0
2.508073977E2,4.826243533E1,1.164673061E1,4.729613643E2,2.373893738E1,1.714188232E2,3.712236425E0,8.001208274E0,8.001208274E0,0.000000000E0
2.518073936E2,4.826221609E1,1.164676884E1,4.733302791E2,2.416898537E1,1.714188232E2,3.737756422E0,8.001208274E0,8.001208274E0,0.000000000E0
2.528073872E2,4.826198867E1,1.164681524E1,4.740294860E2,2.416898537E1,1.737434082E2,3.761476434E0,8.001208274E0,8.001208274E0,0.000000000E0
2.538073821E2,4.826177662E1,1.164685006E1,4.745891885E2,2.457921219E1,1.737434082E2,3.788879829E0,8.001208274E0,8.001208274E0,0.000000000E0
2.548073772E2,4.826153130E1,1.164688546E1,4.794395304E2,2.544817543E1,1.748716583E2,3.817231318E0,8.001208274E0,8.001208274E0,0.000000000E0
2.558073719E2,4.826127735E1,1.164691959E1,4.800318677E2,2.850797462E1,1.748717499E2,3.848560443E0,8.001208274E0,8.001208274E0,0.000000000E0
2.568073665E2,4.826099634E1,1.164695026E1,4.801655887E2,2.872418022E1,1.766430969E2,3.879394799E0,8.001208274E0,8.001208274E0,0.000000000E0
2.578073611E2,4.826071938E1,1.164697082E1,4.801779171E2,2.861883163E1,1.775560150E2,3.908454621E0,8.001208274E0,8.001208274E0,0.000000000E0
2.588073566E2,4.826045821E1,1.164698528E1,4.801721737E2,2.861883163E1,1.785610352E2,3.935792398E0,8.001208274E0,8.001208274E0,0.000000000E0
2.598073508E2,4.826021243E1,1.164699453E1,4.802856923E2,2.764692116E1,1.785610352E2,3.961073206E0,8.001208274E0,8.001208274E0,0.000000000E0
2.608073463E2,4.825998617E1,1.164702797E1,4.803684004E2,2.720707130E1,1.798563385E2,3.988083260E0,8.001208274E0,8.001208274E0,0.000000000E0
2.618073401E2,4.825974397E1,1.164705581E1,4.804670337E2,2.720707130E1,1.798563385E2,4.014571331E0,8.001208274E0,8.001208274E0,0.000000000E0
2.628073354E2,4.825950625E1,1.164707865E1,4.806387257E2,2.714489174E1,1.808978577E2,4.044334991E0,8.001208274E0,8.001208274E0,0.000000000E0
2.638073304E2,4.825923878E1,1.164709436E1,4.810228932E2,2.668058777E1,1.820442200E2,4.070786478E0,8.001208274E0,8.001208274E0,0.000000000E0
2.648073252E2,4.825900091E1,1.164709054E1,4.813281678E2,2.625378418E1,1.828819885E2,4.095740123E0,8.001208274E0,8.001208274E0,0.000000000E0
2.658073198E2,4.825877661E1,1.164707981E1,4.814641641E2,2.509063911E1,1.833863983E2,4.120193390E0,8.001208274E0,8.001208274E0,0.000000000E0
2.668073144E2,4.825855758E1,1.164705015E1,4.815256641E2,2.509063911E1,1.840977173E2,4.147311047E0,8.001208274E0,8.001208274E0,0.000000000E0
2.678073095E2,4.825831439E1,1.164702283E1,4.816224513E2,2.486173248E1,1.850104218E2,4.169603959E0,8.001208274E0,8.001208274E0,0.000000000E0
2.688073041E2,4.825811456E1,1.164699842E1,4.817830821E2,2.444474411E1,1.850104218E2,4.193124025E0,8.001208274E0,8.001208274E0,0.000000000E0
2.698072989E2,4.825790513E1,1.164695386E1,4.819237302E2,2.380909538E1,1.861502533E2,4.215204812E0,8.001208274E0,8.001208274E0,0.000000000E0
2.708072931E2,4.825771093E1,1.164689157E1,4.820407369E2,2.086071014E1,1.869192505E2,4.234297055E0,8.001208274E0,8.001208274E0,0.000000000E0
2.718072885E2,4.825754388E1,1.164683200E1,4.821248375E2,2.086071014E1,1.876407776E2,4.254962420E0,8.001208274E0,8.001208274E0,0.000000000E0
2.728072836E2,4.825736296E1,1.164676814E1,4.820057512E2,2.012848663E1,1.887068939E2,4.274364431E0,8.001208274E0,8.001208274E0,0.000000000E0
2.738072778E2,4.825719316E1,1.164670780E1,4.819714305E2,2.012848663E1,1.887068939E2,4.295699797E0,8.001208274E0,8.001208274E0,0.000000000E0
2.748072728E2,4.825700172E1,1.164668846E1,4.819754691E2,2.104038048E1,1.900273285E2,4.317367987E0,6.000906205E0,6.000906205E0,0.000000000E0
2.758072671E2,4.825680751E1,1.164666438E1,4.821754396E2,2.218105316E1,1.900273285E2,4.340560274E0,6.000906205E0,6.000906205E0,0.000000000E0
2.768072625E2,4.825659988E1,1.164663468E1,4.822329550E2,2.287646675E1,1.904992218E2,4.361720855E0,8.001208274E0,8.001208274E0,0.000000000E0
2.778072572E2,4.825641195E1,1.164658963E1,4.822672160E2,2.287646675E1,1.916445618E2,4.382646534E0,8.001208274E0,8.001208274E0,0.000000000E0
2.788072520E2,4.825623055E1,1.164651444E1,4.822765198E2,2.330703545E1,1.916445618E2,4.405883877E0,8.001208274E0,8.001208274E0,0.000000000E0
2.798072466E2,4.825602684E1,1.164644438E1,4.822885464E2,2.356583405E1,1.922210999E2,4.428156889E0,8.001208274E0,8.001208274E0,0.000000000E0
2.808072413E2,4.825583260E1,1.164637091E1,4.823317717E2,2.420563126E1,1.932361298E2,4.456797422E0,8.001208274E0,8.001208274E0,0.000000000E0
2.818072364E2,4.825557969E1,1.164629761E1,4.799036182E2,2.500593567E1,1.935217590E2,4.482618641E0,8.001208274E0,8.001208274E0,0.000000000E0
2.828072308E2,4.825535246E1,1.164622579E1,4.780189906E2,2.500593567E1,1.942390747E2,4.508801028E0,8.001208274E0,8.001208274E0,0.000000000E0
2.838072255E2,4.825512505E1,1.164613405E1,4.764818770E2,2.500593567E1,1.957145386E2,4.531571293E0,8.001208274E0,8.001208274E0,0.000000000E0
2.848072208E2,4.825493349E1,1.164602536E1,4.753600997E2,2.439141655E1,1.957145386E2,4.551646084E0,8.001208274E0,8.001208274E0,0.000000000E0
2.858072150E2,4.825475590E1,1.164597658E1,4.745812318E2,2.215199280E1,1.963688354E2,4.573349373E0,8.001208274E0,8.001208274E0,0.000000000E0
2.868072097E2,4.825456893E1,1.164589240E1,4.740612057E2,2.215199280E1,1.973405457E2,4.595495576E0,6.000906205E0,6.000906205E0,0.000000000E0
2.878072054E2,4.825437567E1,1.164582015E1,4.737330974E2,2.215199280E1,1.947432006E2,4.618654634E0,6.000906205E0,6.000906205E0,0.000000000E0
2.888071996E2,4.825417393E1,1.164574239E1,4.735058086E2,2.236297226E1,1.952775399E2,4.641241073E0,6.000906205E0,6.000906205E0,0.000000000E0
2.898071957E2,4.825397931E1,1.164565505E1,4.729854748E2,2.266789436E1,1.963856971E2,4.663974878E0,6.000906205E0,6.000906205E0,0.000000000E0
2.908071892E2,4.825378366E1,1.164556592E1,4.733758252E2,2.293930817E1,1.975292620E2,4.686196228E0,6.000906205E0,6.000906205E0,0.000000000E0
2.918071839E2,4.825359736E1,1.164545732E1,4.736612191E2,2.305482483E1,1.980029903E2,4.708013569E0,6.000906205E0,6.000906205E0,0.000000000E0
2.928071789E2,4.825341015E1,1.164536909E1,4.819698815E2,2.299978638E1,1.987530365E2,4.728245020E0,6.000906205E0,6.000906205E0,0.000000000E0
2.938071736E2,4.825323654E1,1.164528732E1,4.830362090E2,2.299978638E1,1.987548218E2,4.749014429E0,6.000906205E0,6.000906205E0,0.000000000E0
2.948071685E2,4.825306332E1,1.164518239E1,4.832461681E2,2.272030640E1,1.987548218E2,4.769361360E0,8.001208274E0,8.001208274E0,0.000000000E0
2.958071631E2,4.825288785E1,1.164510445E1,4.833308298E2,2.200356674E1,1.987696533E2,4.788482496E0,8.001208274E0,8.001208274E0,0.000000000E0
2.968071576E2,4.825272468E1,1.164502291E1,4.834996964E2,2.200356674E1,1.987696533E2,4.805584575E0,6.000906205E0,6.000906205E0,0.000000000E0
2.978071531E2,4.825257965E1,1.164494602E1,4.837019773E2,1.971895981E1,1.987696533E2,4.822365061E0,6.000906205E0,6.000906205E0,0.000000000E0
2.988071467E2,4.825243752E1,1.164486985E1,4.840551461E2,1.773365021E1,1.983692627E2,4.838249617E0,6.000906205E0,6.000906205E0,0.000000000E0
2.998071425E2,4.825230015E1,1.164481097E1,4.841480313E2,1.646373367E1,1.983692627E2,4.853906804E0,6.000906205E0,6.000906205E0,0.000000000E0
3.008071373E2,4.825216208E1,1.164476948E1,4.842471331E2,1.536587429E1,1.988316345E2,4.869244329E0,8.001208274E0,8.001208274E0,0.000000000E0
3.018071316E2,4.825202962E1,1.164471170E1,4.843628416E2,1.536587429E1,1.988316345E2,4.883465444E0,8.001208274E0,8.001208274E0,0.000000000E0
3.028071269E2,4.825190905E1,1.164464762E1,4.844342330E2,1.510044479E1,1.988316345E2,4.899294021E0,8.001208274E0,8.001208274E0,0.000000000E0
3.038071212E2,4.825177881E1,1.164456133E1,4.843823206E2,1.477577400E1,1.988316345E2,4.912798816E0,8.001208274E0,8.001208274E0,0.000000000E0
3.048071160E2,4.825166647E1,1.164449204E1,4.842884148E2,1.432927036E1,1.988316345E2,4.926874183E0,6.000906205E0,6.000906205E0,0.000000000E0
3.058071111E2,4.825154436E1,1.164444194E1,4.843315938E2,1.370797634E1,1.988316345E2,4.941281937E0,6.000906205E0,6.000906205E0,0.000000000E0
3.068071058E2,4.825142484E1,1.164436680E1,4.844250108E2,1.370797634E1,1.988316345E2,4.955546902E0,6.000906205E0,6.000906205E0,0.000000000E0
3.078071007E2,4.825130284E1,1.164430719E1,4.844899433E2,1.370797634E1,1.988316345E2,4.970936086E0,6.000906205E0,6.000906205E0,0.000000000E0
3.088070955E2,4.825117324E1,1.164423427E1,4.844776500E2,1.396731186E1,1.985471344E2,4.984519373E0,8.001208274E0,8.001208274E0,0.000000000E0
3.098070904E2,4.825106265E1,1.164415635E1,4.844541184E2,1.444785309E1,1.985471344E2,5.001442001E0,8.001208274E0,8.001208274E0,0.000000000E0
3.108070848E2,4.825091942E1,1.164407909E1,4.844238599E2,1.495448112E1,1.989698334E2,5.016553492E0,8.001208274E0,8.001208274E0,0.000000000E0
3.118070792E2,4.825078878E1,1.164402283E1,4.842169828E2,1.499794292E1,1.989698334E2,5.029824655E0,8.001208274E0,8.001208274E0,0.000000000E0
3.128070740E2,4.825067429E1,1.164397224E1,4.839717894E2,1.499794292E1,1.992424469E2,5.044083740E0,6.000906205E0,6.000906205E0,0.000000000E0
3.138070687E2,4.825055370E1,1.164390672E1,4.837727523E2,1.536512280E1,1.992424469E2,5.061238145E0,6.000906205E0,6.000906205E0,0.000000000E0
3.148070643E2,4.825040767E1,1.164383200E1,4.836774274E2,1.577798653E1,1.992424469E2,5.081194644E0,6.000906205E0,6.000906205E0,0.000000000E0
3.158070589E2,4.825024259E1,1.164372624E1,4.834687678E2,1.774420929E1,1.925008850E2,5.101445109E0,6.000906205E0,6.000906205E0,0.000000000E0
3.168070538E2,4.825007343E1,1.164362493E1,4.831622023E2,1.809796333E1,1.979524994E2,5.119937500E0,8.001208274E0,8.001208274E0,0.000000000E0
3.178070490E2,4.824992161E1,1.164352297E1,4.829530729E2,1.809796333E1,1.979524994E2,5.137855846E0,8.001208274E0,8.001208274E0,0.000000000E0
3.188070434E2,4.824976813E1,1.164344922E1,4.831000860E2,1.851285172E1,2.001721802E2,5.158019039E0,8.001208274E0,8.001208274E0,0.000000000E0
3.198070376E2,4.824959253E1,1.164338132E1,4.837939071E2,1.873223495E1,2.001721802E2,5.177987657E0,8.001208274E0,8.001208274E0,0.000000000E0
3.208070332E2,4.824941915E1,1.164331106E1,4.844070576E2,1.904165459E1,2.001721802E2,5.196687855E0,6.000906205E0,6.000906205E0,0.000000000E0
3.218070279E2,4.824926026E1,1.164322831E1,4.848484446E2,1.971051216E1,2.001721802E2,5.217108022E0,6.000906205E0,6.000906205E0,0.000000000E0
3.228070217E2,4.824908339E1,1.164315410E1,4.851299430E2,1.971051216E1,2.000375977E2,5.235566802E0,6.000906205E0,6.000906205E0,0.000000000E0
3.238070171E2,4.824892285E1,1.164309067E1,4.852703731E2,1.971051216E1,1.974118500E2,5.255369227E0,6.000906205E0,6.000906205E0,0.000000000E0
3.248070120E2,4.824875754E1,1.164299119E1,4.853530257E2,1.956998444E1,1.974118500E2,5.273744261E0,6.000906205E0,6.000906205E0,0.000000000E0
3.258070070E2,4.824859970E1,1.164291769E1,4.854652766E2,1.931446838E1,1.978810883E2,5.293344242E0,6.000906205E0,6.000906205E0,0.000000000E0
3.268070010E2,4.824843160E1,1.164283807E1,4.855178102E2,1.931446838E1,1.978810883E2,5.311918263E0,6.000906205E0,6.000906205E0,0.000000000E0
3.278069966E2,4.824827310E1,1.164275890E1,4.855488815E2,1.925345612E1,1.978810883E2,5.330677074E0,6.000906205E0,6.000906205E0,0.000000000E0
3.288069898E2,4.824811439E1,1.164267299E1,4.856260914E2,1.925345612E1,1.978810883E2,5.351066534E0,6.000906205E0,6.000906205E0,0.000000000E0
3.298079857E2,4.824793826E1,1.164259642E1,4.857775685E2,1.906834984E1,1.983527985E2,5.368779831E0,6.000906205E0,6.000906205E0,0.000000000E0
3.308079796E2,4.824778364E1,1.164253883E1,4.858435280E2,1.906834984E1,1.983527985E2,5.384648996E0,6.000906205E0,6.000906205E0,0.000000000E0
3.318079751E2,4.824765172E1,1.164245708E1,4.857708575E2,1.906834984E1,1.983527985E2,5.406742674E0,6.000906205E0,6.000906205E0,0.000000000E0
3.328079700E2,4.824746324E1,1.164236263E1,4.857701823E2,1.907854843E1,1.980027008E2,5.426003574E0,6.000906205E0,6.000906205E0,0.000000000E0
3.338079647E2,4.824730065E1,1.164227293E1,4.857126563E2,1.938230896E1,1.980027008E2,5.446237495E0,6.000906205E0,6.000906205E0,0.000000000E0
3.348079599E2,4.824712938E1,1.164218061E1,4.856709784E2,2.010109520E1,1.982558441E2,5.466552315E0,6.000906205E0,6.000906205E0,0.000000000E0
3.358079538E2,4.824695676E1,1.164209077E1,4.856443985E2,2.018290901E1,1.982558441E2,5.486837309E0,6.000906205E0,6.000906205E0,0.000000000E0
3.368079489E2,4.824678765E1,1.164198801E1,4.856277329E2,2.010109520E1,1.982558441E2,5.508076823E0,6.000906205E0,6.000906205E0,0.000000000E0
3.378079443E2,4.824660847E1,1.164188861E1,4.855875044E2,1.987994957E1,1.985799408E2,5.527331899E0,6.000906205E0,6.000906205E0,0.000000000E0
3.388079385E2,4.824644151E1,1.164181963E1,4.855891944E2,1.959616280E1,1.985817719E2,5.545722127E0,6.000906205E0,6.000906205E0,0.000000000E0
3.398079336E2,4.824628617E1,1.164173440E1,4.855929340E2,1.845339966E1,1.985817719E2,5.563210846E0,6.000906205E0,6.000906205E0,0.000000000E0
3.408079281E2,4.824613347E1,1.164167782E1,4.854696019E2,1.845339966E1,1.985817719E2,5.580446066E0,6.000906205E0,6.000906205E0,0.000000000E0
3.418079220E2,4.824598459E1,1.164161306E1,4.851942559E2,1.766810036E1,1.985817719E2,5.597594635E0,6.000906205E0,6.000906205E0,0.000000000E0
3.428079174E2,4.824584191E1,1.164152518E1,4.851009133E2,1.734159088E1,1.987080841E2,5.614887812E0,6.000906205E0,6.000906205E0,0.000000000E0
3.438079120E2,4.824569298E1,1.164145787E1,4.850864703E2,1.734159088E1,1.987080841E2,5.632387875E0,6.000906205E0,6.000906205E0,0.000000000E0
3.448079066E2,4.824554403E1,1.164138155E1,4.851311137E2,1.810515594E1,1.987080841E2,5.650759991E0,6.000906205E0,6.000906205E0,0.000000000E0
3.458079016E2,4.824538932E1,1.164129445E1,4.852923529E2,1.835975838E1,1.987080841E2,5.669583304E0,6.000906205E0,6.000906205E0,0.000000000E0
3.468078963E2,4.824522834E1,1.164121586E1,4.854063650E2,1.835975838E1,1.994712219E2,5.688234696E0,6.000906205E0,6.000906205E0,0.000000000E0
3.478078920E2,4.824506631E1,1.164115072E1,4.854789052E2,1.876852798E1,1.994712219E2,5.707937056E0,6.000906205E0,6.000906205E0,0.000000000E0
3.488078860E2,4.824489520E1,1.164108162E1,4.855243367E2,1.915620995E1,1.994712219E2,5.728284838E0,6.000906205E0,6.000906205E0,0.000000000E0
3.498078802E2,4.824472116E1,1.164099672E1,4.855527751E2,1.963585091E1,1.994712219E2,5.749320160E0,6.000906205E0,6.000906205E0,0.000000000E0
3.508078752E2,4.824454621E1,1.164088867E1,4.855705054E2,1.963585091E1,1.987538757E2,5.769213102E0,6.000906205E0,6.000906205E0,0.000000000E0
3.518078704E2,4.824437276E1,1.164082281E1,4.855815619E2,1.927443314E1,1.987538757E2,5.788448143E0,6.000906205E0,6.000906205E0,0.000000000E0
3.528078654E2,4.824420861E1,1.164074089E1,4.855884903E2,1.883555412E1,1.987538757E2,5.805705739E0,6.000906205E0,6.000906205E0,0.000000000E0
3.538078601E2,4.824406175E1,1.164066549E1,4.855928086E2,1.841212845E1,1.999181824E2,5.821048072E0,6.000906205E0,6.000906205E0,0.000000000E0
3.548078548E2,4.824392699E1,1.164062102E1,4.855954926E2,1.492940140E1,1.999181824E2,5.834480657E0,6.000906205E0,6.000906205E0,0.000000000E0
3.558078492E2,4.824380978E1,1.164057710E1,4.855971893E2,1.492940140E1,1.999181824E2,5.848834090E0,6.000906205E0,6.000906205E0,0.000000000E0
3.568078440E2,4.824369514E1,1.164048801E1,4.856886004E2,1.403394890E1,1.999181824E2,5.862717915E0,8.001208274E0,8.001208274E0,0.000000000E0
3.578078384E2,4.824358502E1,1.164039963E1,4.881037516E2,1.285934258E1,1.999181824E2,5.875638222E0,8.001208274E0,8.001208274E0,0.000000000E0
3.588078338E2,4.824348166E1,1.164031993E1,4.900777041E2,1.285934258E1,1.999181824E2,5.890664506E0,8.001208274E0,8.001208274E0,0.000000000E0
3.598078278E2,4.824336140E1,1.164022738E1,4.916546812E2,1.463802719E1,1.986157837E2,5.900712466E0,8.001208274E0,8.001208274E0,0.000000000E0
3.608078229E2,4.824327173E1,1.164021057E1,4.929143032E2,1.463802719E1,1.986157837E2,5.913612807E0,8.001208274E0,8.001208274E0,0.000000000E0
3.618078184E2,4.824316193E1,1.164015434E1,4.939346363E2,1.448347759E1,1.986157837E2,5.925844057E0,8.001208274E0,8.001208274E0,0.000000000E0
3.628078133E2,4.824305673E1,1.164010609E1,4.947741006E2,1.403875351E1,1.986157837E2,5.938513752E0,8.001208274E0,8.001208274E0,0.000000000E0
3.638078078E2,4.824294872E1,1.164005158E1,4.954890505E2,1.403875351E1,1.986157837E2,5.952903966E0,8.001208274E0,8.001208274E0,0.000000000E0
3.648078020E2,4.824282642E1,1.163998805E1,4.961174670E2,1.449120617E1,1.986157837E2,5.969509593E0,8.001208274E0,8.001208274E0,0.000000000E0
3.658077980E2,4.824268529E1,1.163991472E1,4.989109144E2,1.539387035E1,1.986157837E2,5.985964000E0,8.001208274E0,8.001208274E0,0.000000000E0
3.668077924E2,4.824254487E1,1.163984464E1,4.992628860E2,1.539387035E1,1.986157837E2,6.003668540E0,6.000906205E0,6.000906205E0,0.000000000E0
3.678077863E2,4.824239069E1,1.163978497E1,4.994990589E2,1.609205437E1,1.986157837E2,6.022365809E0,6.000906205E0,6.000906205E0,0.000000000E0
3.688077815E2,4.824222727E1,1.163972552E1,4.997076726E2,1.674290085E1,1.986157837E2,6.041931265E0,8.001208274E0,8.001208274E0,0.000000000E0
3.698077766E2,4.824206714E1,1.163961601E1,4.997190424E2,1.854871750E1,1.986944885E2,6.060588176E0,8.001208274E0,8.001208274E0,0.000000000E0
3.708077711E2,4.824190414E1,1.163955626E1,4.999187840E2,1.959457016E1,1.986944885E2,6.083635907E0,8.001208274E0,8.001208274E0,0.000000000E0
3.718077656E2,4.824170274E1,1.163948266E1,5.000135423E2,1.959457016E1,1.986944885E2,6.105515629E0,8.001208274E0,8.001208274E0,0.000000000E0
3.728077606E2,4.824151124E1,1.163941476E1,4.999962282E2,2.077988815E1,1.984629211E2,6.128688161E0,6.000906205E0,6.000906205E0,0.000000000E0
3.738077552E2,4.824130858E1,1.163934185E1,4.999425828E2,2.141684914E1,1.984629211E2,6.152823541E0,8.001208274E0,8.001208274E0,0.000000000E0
3.748077501E2,4.824110110E1,1.163924614E1,4.882192182E2,2.349420166E1,1.984629211E2,6.177064607E0,8.001208274E0,8.001208274E0,0.000000000E0
3.758077446E2,4.824089425E1,1.163914275E1,4.871134864E2,2.430296516E1,1.984629211E2,6.202192431E0,8.001208274E0,8.001208274E0,0.000000000E0
3.768077402E2,4.824067984E1,1.163903557E1,4.870571857E2,2.430296516E1,1.984629211E2,6.228093052E0,8.001208274E0,8.001208274E0,0.000000000E0
3.778077347E2,4.824046186E1,1.163891231E1,4.870997856E2,2.587979317E1,1.984629211E2,6.256524377E0,8.001208274E0,8.001208274E0,0.000000000E0
3.788077283E2,4.824021965E1,1.163878929E1,4.871765553E2,2.641447449E1,1.984647064E2,6.285205285E0,8.001208274E0,8.001208274E0,0.000000000E0
3.798077236E2,4.823997192E1,1.163868145E1,4.871928566E2,2.722412872E1,1.985029602E2,6.313479007E0,8.001208274E0,8.001208274E0,0.000000000E0
3.808077186E2,4.823973072E1,1.163856061E1,4.871602093E2,2.731263351E1,1.985029602E2,6.340777151E0,8.001208274E0,8.001208274E0,0.000000000E0
3.818077136E2,4.823949784E1,1.163844394E1,4.872115467E2,2.731263351E1,1.985029602E2,6.367303334E0,8.001208274E0,8.001208274E0,0.000000000E0
3.828077083E2,4.823927155E1,1.163833059E1,4.872660640E2,2.731263351E1,1.984273529E2,6.394337805E0,8.001208274E0,8.001208274E0,0.000000000E0
3.838077030E2,4.823904082E1,1.163821551E1,4.873220528E2,2.726702881E1,1.984273529E2,6.421609929E0,8.001208274E0,8.001208274E0,0.000000000E0
3.848076984E2,4.823880806E1,1.163809942E1,4.873497891E2,2.735952187E1,1.984273529E2,6.449859966E0,8.001208274E0,8.001208274E0,0.000000000E0
3.858076925E2,4.823856736E1,1.163797736E1,4.873908501E2,2.753918648E1,1.987881927E2,6.476759269E0,6.000906205E0,6.000906205E0,0.000000000E0
3.868076869E2,4.823833827E1,1.163786069E1,4.874266518E2,2.753918648E1,1.987881927E2,6.503575857E0,6.000906205E0,6.000906205E0,0.000000000E0
3.878076822E2,4.823810902E1,1.163774826E1,4.884951993E2,2.770024490E1,1.977334442E2,6.529450543E0,6.000906205E0,6.000906205E0,0.000000000E0
3.888076763E2,4.823788868E1,1.163763594E1,4.893389850E2,2.796344376E1,1.982653809E2,6.556197085E0,8.001208274E0,8.001208274E0,0.000000000E0
3.898076713E2,4.823766644E1,1.163749778E1,4.900105348E2,2.814856911E1,1.982653809E2,6.583546702E0,8.001208274E0,8.001208274E0,0.000000000E0
